id,model,avg_similarity,avg_naturalness
84,Code-Llama,1,1.5
85,Code-Llama,1,4.5
86,Code-Llama,5,5
87,Code-Llama,1,1
88,Code-Llama,1,1
89,Code-Llama,1,1.5
90,Code-Llama,3,2.5
91,Code-Llama,1,1
92,Code-Llama,5,5
93,Code-Llama,5,5
94,Code-Llama,4,2.5
95,Code-Llama,5,5
96,Code-Llama,1,4.5
97,Code-Llama,1,1
98,Code-Llama,1,1
99,Code-Llama,3,4.5
100,Code-Llama,1,4.5
101,Code-Llama,5,5
102,Code-Llama,1,1
103,Code-Llama,3,1.5
104,Code-Llama,3.5,2.5
105,Code-Llama,3.5,1.5
106,Code-Llama,1,4.5
107,Code-Llama,3,1.5
108,Code-Llama,1,1
109,Code-Llama,1,1
110,Code-Llama,1,1
111,Code-Llama,1,4.5
112,Code-Llama,1,1
113,Code-Llama,3.5,4.5
114,Code-Llama,3,1.5
115,Code-Llama,1,1
116,Code-Llama,1,1.5
117,Code-Llama,5,1.5
118,Code-Llama,1,1
119,Code-Llama,1,4.5
120,Code-Llama,1,1
121,Code-Llama,1,1
122,Code-Llama,1,2.5
123,Code-Llama,3,2.5
124,Code-Llama,1,2.5
125,Code-Llama,1,1
126,Code-Llama,3.5,2.5
127,Code-Llama,1,1
128,Code-Llama,3,2.5
129,Code-Llama,1,1
130,Code-Llama,1,1
131,Code-Llama,1,2.5
132,Code-Llama,1,4.5
133,Code-Llama,1,1.5
134,Code-Llama,1,1
135,Code-Llama,1,1.5
136,Code-Llama,1,2.5
137,Code-Llama,1,4.5
138,Code-Llama,1,1.5
139,Code-Llama,1,1
140,Code-Llama,1,2.5
141,Code-Llama,1,2.5
142,Code-Llama,1,1.5
143,Code-Llama,1,2.5
144,Code-Llama,1,1
145,Code-Llama,1,1.5
146,Code-Llama,5,2.5
147,Code-Llama,1,2.5
148,Code-Llama,1,4.5
149,Code-Llama,1,1.5
150,Code-Llama,5,5
151,Code-Llama,5,5
152,Code-Llama,4,1.5
153,Code-Llama,1,1
154,Code-Llama,3,4.5
155,Code-Llama,1,1
156,Code-Llama,1,2.5
157,Code-Llama,1,1
158,Code-Llama,5,5
159,Code-Llama,3.5,4.5
160,Code-Llama,1,1
161,Code-Llama,1,1
162,Code-Llama,1,2.5
163,Code-Llama,3.5,4.5
164,Code-Llama,3,1.5
165,Code-Llama,1,1.5
166,Code-Llama,1,2.5
167,Code-Llama,1,1
168,Code-Llama,3.5,2.5
169,Code-Llama,1,1.5
170,Code-Llama,1,4.5
171,Code-Llama,1,1
172,Code-Llama,1,0.5
173,Code-Llama,1,4.5
174,Code-Llama,1,2.5
175,Code-Llama,3.5,4.5
176,Code-Llama,1,2.5
177,Code-Llama,1,1
178,Code-Llama,3.5,4.5
179,Code-Llama,1,4.5
180,Code-Llama,1,1.5
181,Code-Llama,1,1.5
182,Code-Llama,1,1
183,Code-Llama,1,2.5
184,Code-Llama,1,1
185,Code-Llama,1,1.5
186,Code-Llama,2.5,2.5
187,Code-Llama,3,2.5
188,Code-Llama,2.5,4.5
189,Code-Llama,3,2.5
190,Code-Llama,1,4.5
191,Code-Llama,1,1
192,Code-Llama,1,1
193,Code-Llama,1,1.5
194,Code-Llama,1,4.5
195,Code-Llama,1,1
196,Code-Llama,1,4.5
197,Code-Llama,1,1.5
198,Code-Llama,3,2.5
199,Code-Llama,3,1.5
200,Code-Llama,1,1
201,Code-Llama,1,4.5
202,Code-Llama,2.5,2.5
203,Code-Llama,1,2.5
204,Code-Llama,3.5,2.5
205,Code-Llama,1,1
206,Code-Llama,1,2.5
207,Code-Llama,3,4.5
208,Code-Llama,3.5,2.5
209,Code-Llama,1,2.5
210,Code-Llama,1,4.5
211,Code-Llama,1,1
212,Code-Llama,3,1.5
213,Code-Llama,1,1
214,Code-Llama,1,1.5
215,Code-Llama,5,5
216,Code-Llama,2.5,2.5
217,Code-Llama,2.5,2.5
218,Code-Llama,1,4.5
219,Code-Llama,1,4.5
220,Code-Llama,1,1.5
221,Code-Llama,1,2.5
222,Code-Llama,1,4.5
223,Code-Llama,1,1
224,Code-Llama,1,1
225,Code-Llama,1,1
226,Code-Llama,1,2.5
227,Code-Llama,3.5,2.5
228,Code-Llama,1,4.5
229,Code-Llama,4,2.5
230,Code-Llama,1,2.5
231,Code-Llama,5,5
232,Code-Llama,5,5
233,Code-Llama,1,2.5
234,Code-Llama,3.5,2.5
235,Code-Llama,1,1.5
236,Code-Llama,1,4.5
237,Code-Llama,1,1.5
238,Code-Llama,3,2.5
239,Code-Llama,1,2.5
240,Code-Llama,3,1.5
241,Code-Llama,1,2.5
242,Code-Llama,1,1.5
243,Code-Llama,5,5
244,Code-Llama,5,5
245,Code-Llama,1,4.5
246,Code-Llama,3.5,2.5
247,Code-Llama,1,1
248,Code-Llama,5,5
249,Code-Llama,1,2.5
250,Code-Llama,1,1
251,Code-Llama,5,5
252,Code-Llama,1,1.5
253,Code-Llama,1,2.5
254,Code-Llama,1,2.5
1,Qwen-Coder,1,1.5
2,Qwen-Coder,1,1
3,Qwen-Coder,1,2.5
4,Qwen-Coder,5,5
5,Qwen-Coder,4,2.5
6,Qwen-Coder,1,1.5
7,Qwen-Coder,1,1.5
8,Qwen-Coder,1,4.5
9,Qwen-Coder,1,1
10,Qwen-Coder,1,4.5
11,Qwen-Coder,1,1.5
12,Qwen-Coder,1,2.5
13,Qwen-Coder,2.5,2.5
14,Qwen-Coder,1,2.5
15,Qwen-Coder,3,1.5
16,Qwen-Coder,3.5,4.5
17,Qwen-Coder,3,2.5
18,Qwen-Coder,1,1.5
19,Qwen-Coder,1,2.5
20,Qwen-Coder,1,2.5
21,Qwen-Coder,3.5,1.5
22,Qwen-Coder,1,4.5
23,Qwen-Coder,1,1
24,Qwen-Coder,1,1.5
25,Qwen-Coder,1,4.5
26,Qwen-Coder,1,1.5
27,Qwen-Coder,1,1.5
28,Qwen-Coder,1,4.5
29,Qwen-Coder,1,4.5
30,Qwen-Coder,1,2.5
31,Qwen-Coder,1,2.5
32,Qwen-Coder,3,2.5
33,Qwen-Coder,1,2.5
34,Qwen-Coder,4,1.5
35,Qwen-Coder,4,2.5
36,Qwen-Coder,1,1.5
37,Qwen-Coder,4,2.5
38,Qwen-Coder,1,2.5
39,Qwen-Coder,3.5,1.5
40,Qwen-Coder,1,2.5
41,Qwen-Coder,1,2.5
42,Qwen-Coder,1,1.5
43,Qwen-Coder,3,2.5
44,Qwen-Coder,1,4.5
45,Qwen-Coder,3,1.5
46,Qwen-Coder,4,2.5
47,Qwen-Coder,1,2.5
48,Qwen-Coder,1,2.5
49,Qwen-Coder,1,1
50,Qwen-Coder,1,4.5
51,Qwen-Coder,1,1.5
52,Qwen-Coder,3.5,1.5
53,Qwen-Coder,5,5
54,Qwen-Coder,4,2.5
55,Qwen-Coder,4,2.5
56,Qwen-Coder,1,2.5
57,Qwen-Coder,1,2.5
58,Qwen-Coder,1,1
59,Qwen-Coder,1,1.5
60,Qwen-Coder,1,1
61,Qwen-Coder,1,1.5
62,Qwen-Coder,1,1.5
63,Qwen-Coder,1,4.5
64,Qwen-Coder,1,4.5
65,Qwen-Coder,5,5
66,Qwen-Coder,3.5,2.5
67,Qwen-Coder,4,2.5
68,Qwen-Coder,4,2.5
69,Qwen-Coder,1,4.5
70,Qwen-Coder,2.5,2.5
71,Qwen-Coder,1,1.5
72,Qwen-Coder,1,1.5
73,Qwen-Coder,1,1.5
74,Qwen-Coder,1,1.5
75,Qwen-Coder,1,1.5
76,Qwen-Coder,4,2.5
77,Qwen-Coder,3.5,4.5
78,Qwen-Coder,1,1
79,Qwen-Coder,1,4.5
80,Qwen-Coder,1,1.5
81,Qwen-Coder,1,1.5
82,Qwen-Coder,1,4.5
83,Qwen-Coder,1,4.5
84,Qwen-Coder,1,1.5
85,Qwen-Coder,1,4.5
86,Qwen-Coder,4,2.5
87,Qwen-Coder,1,1.5
88,Qwen-Coder,1,1.5
89,Qwen-Coder,1,2.5
90,Qwen-Coder,1,2.5
91,Qwen-Coder,1,1
92,Qwen-Coder,4,2.5
93,Qwen-Coder,4,2.5
94,Qwen-Coder,4,2.5
95,Qwen-Coder,5,5
96,Qwen-Coder,3.5,4.5
97,Qwen-Coder,1,4.5
98,Qwen-Coder,1,1.5
99,Qwen-Coder,1,2.5
100,Qwen-Coder,1,4.5
101,Qwen-Coder,3.5,2.5
102,Qwen-Coder,1,1.5
103,Qwen-Coder,3,1.5
104,Qwen-Coder,5,5
105,Qwen-Coder,3.5,4.5
106,Qwen-Coder,1,4.5
107,Qwen-Coder,3,1.5
108,Qwen-Coder,1,1.5
109,Qwen-Coder,1,4.5
110,Qwen-Coder,1,4.5
111,Qwen-Coder,1,4.5
112,Qwen-Coder,1,1.5
113,Qwen-Coder,3.5,4.5
114,Qwen-Coder,3,1.5
115,Qwen-Coder,1,4.5
116,Qwen-Coder,1,1.5
117,Qwen-Coder,4,1.5
118,Qwen-Coder,1,1.5
119,Qwen-Coder,1,2.5
120,Qwen-Coder,1,2.5
121,Qwen-Coder,1,1.5
122,Qwen-Coder,4,2.5
123,Qwen-Coder,3.5,4.5
124,Qwen-Coder,3.5,2.5
125,Qwen-Coder,1,2.5
126,Qwen-Coder,1,2.5
127,Qwen-Coder,1,1
128,Qwen-Coder,3,2.5
129,Qwen-Coder,1,1
130,Qwen-Coder,1,1.5
131,Qwen-Coder,1,1
132,Qwen-Coder,1,4.5
133,Qwen-Coder,1,2.5
134,Qwen-Coder,1,1.5
135,Qwen-Coder,1,1.5
136,Qwen-Coder,1,2.5
137,Qwen-Coder,1,1.5
138,Qwen-Coder,1,1.5
139,Qwen-Coder,1,1
140,Qwen-Coder,1,2.5
141,Qwen-Coder,1,2.5
142,Qwen-Coder,1,1.5
143,Qwen-Coder,3.5,2.5
144,Qwen-Coder,4,2.5
145,Qwen-Coder,3,1.5
146,Qwen-Coder,5,5
147,Qwen-Coder,1,1.5
148,Qwen-Coder,1,4.5
149,Qwen-Coder,1,1.5
150,Qwen-Coder,3,2.5
151,Qwen-Coder,4,2.5
152,Qwen-Coder,5,5
153,Qwen-Coder,1,1.5
154,Qwen-Coder,3,2.5
155,Qwen-Coder,1,1
156,Qwen-Coder,1,1.5
157,Qwen-Coder,1,2.5
158,Qwen-Coder,4,2.5
159,Qwen-Coder,3.5,4.5
160,Qwen-Coder,1,1.5
161,Qwen-Coder,1,1
162,Qwen-Coder,1,2.5
163,Qwen-Coder,3.5,2.5
164,Qwen-Coder,3,1.5
165,Qwen-Coder,1,2.5
166,Qwen-Coder,1,2.5
167,Qwen-Coder,1,2.5
168,Qwen-Coder,3.5,2.5
169,Qwen-Coder,1,1.5
170,Qwen-Coder,1,4.5
171,Qwen-Coder,1,1
172,Qwen-Coder,1,1
173,Qwen-Coder,1,2.5
174,Qwen-Coder,1,2.5
175,Qwen-Coder,3.5,4.5
176,Qwen-Coder,1,4.5
177,Qwen-Coder,1,1
178,Qwen-Coder,3.5,4.5
179,Qwen-Coder,1,4.5
180,Qwen-Coder,1,1.5
181,Qwen-Coder,1,1.5
182,Qwen-Coder,1,1
183,Qwen-Coder,1,1
184,Qwen-Coder,1,1
185,Qwen-Coder,1,1.5
186,Qwen-Coder,2.5,4.5
187,Qwen-Coder,1,2.5
188,Qwen-Coder,2.5,4.5
189,Qwen-Coder,3,1.5
190,Qwen-Coder,1,1
191,Qwen-Coder,1,1.5
192,Qwen-Coder,1,1.5
193,Qwen-Coder,3.5,2.5
194,Qwen-Coder,1,4.5
195,Qwen-Coder,1,1.5
196,Qwen-Coder,4,2.5
197,Qwen-Coder,1,1.5
198,Qwen-Coder,1,2.5
199,Qwen-Coder,3,1.5
200,Qwen-Coder,1,1.5
201,Qwen-Coder,1,2.5
202,Qwen-Coder,2.5,2.5
203,Qwen-Coder,1,4.5
204,Qwen-Coder,3.5,2.5
205,Qwen-Coder,1,1
206,Qwen-Coder,1,1.5
207,Qwen-Coder,3,2.5
208,Qwen-Coder,3.5,4.5
209,Qwen-Coder,1,2.5
210,Qwen-Coder,3.5,1.5
211,Qwen-Coder,1,1.5
212,Qwen-Coder,3.5,1.5
213,Qwen-Coder,1,2.5
214,Qwen-Coder,3,2.5
215,Qwen-Coder,3,4.5
216,Qwen-Coder,2.5,1.5
217,Qwen-Coder,2.5,2.5
218,Qwen-Coder,4,2.5
219,Qwen-Coder,1,1.5
220,Qwen-Coder,1,1
221,Qwen-Coder,4,2.5
222,Qwen-Coder,1,1.5
223,Qwen-Coder,1,1.5
224,Qwen-Coder,1,1.5
225,Qwen-Coder,1,1
226,Qwen-Coder,1,2.5
227,Qwen-Coder,5,5
228,Qwen-Coder,1,2.5
229,Qwen-Coder,1,1.5
230,Qwen-Coder,3.5,2.5
231,Qwen-Coder,4,2.5
232,Qwen-Coder,4,2.5
233,Qwen-Coder,1,2.5
234,Qwen-Coder,3.5,4.5
235,Qwen-Coder,1,2.5
236,Qwen-Coder,1,4.5
237,Qwen-Coder,1,1.5
238,Qwen-Coder,3,2.5
239,Qwen-Coder,4,2.5
240,Qwen-Coder,3,1.5
241,Qwen-Coder,1,2.5
242,Qwen-Coder,1,2.5
243,Qwen-Coder,4,2.5
244,Qwen-Coder,3.5,2.5
245,Qwen-Coder,1,2.5
246,Qwen-Coder,1,1.5
247,Qwen-Coder,3.5,2.5
248,Qwen-Coder,4,2.5
249,Qwen-Coder,1,1.5
250,Qwen-Coder,1,1.5
251,Qwen-Coder,4,2.5
252,Qwen-Coder,1,1.5
253,Qwen-Coder,1,2.5
254,Qwen-Coder,1,1.5
1,GPT-3.5-Turbo,1,1
2,GPT-3.5-Turbo,1,1
3,GPT-3.5-Turbo,1,1
4,GPT-3.5-Turbo,3.5,1.5
5,GPT-3.5-Turbo,2.5,2.5
6,GPT-3.5-Turbo,1,2.5
7,GPT-3.5-Turbo,1,2.5
8,GPT-3.5-Turbo,5,4
9,GPT-3.5-Turbo,1,2.5
10,GPT-3.5-Turbo,1,1
11,GPT-3.5-Turbo,2.5,2.5
12,GPT-3.5-Turbo,1,3
13,GPT-3.5-Turbo,3.5,2.5
14,GPT-3.5-Turbo,1,1.5
15,GPT-3.5-Turbo,5,4
16,GPT-3.5-Turbo,3.5,4
17,GPT-3.5-Turbo,1,2
18,GPT-3.5-Turbo,1,3
19,GPT-3.5-Turbo,1,3
20,GPT-3.5-Turbo,1,2.5
21,GPT-3.5-Turbo,1,2
22,GPT-3.5-Turbo,1,2
23,GPT-3.5-Turbo,1,3
24,GPT-3.5-Turbo,1,3
25,GPT-3.5-Turbo,1,2
26,GPT-3.5-Turbo,1,2
27,GPT-3.5-Turbo,1,2
28,GPT-3.5-Turbo,1,2.5
29,GPT-3.5-Turbo,1,3
30,GPT-3.5-Turbo,1,1.5
31,GPT-3.5-Turbo,1,1
32,GPT-3.5-Turbo,1,1
33,GPT-3.5-Turbo,1,2
34,GPT-3.5-Turbo,1,2
35,GPT-3.5-Turbo,1,2
36,GPT-3.5-Turbo,1,1
37,GPT-3.5-Turbo,5,3
38,GPT-3.5-Turbo,1,2.5
39,GPT-3.5-Turbo,2.5,3.5
40,GPT-3.5-Turbo,1,3
41,GPT-3.5-Turbo,1,1
42,GPT-3.5-Turbo,1,4.5
43,GPT-3.5-Turbo,1,2
44,GPT-3.5-Turbo,1,2.5
45,GPT-3.5-Turbo,3.5,3
46,GPT-3.5-Turbo,5,4
47,GPT-3.5-Turbo,1,2
48,GPT-3.5-Turbo,3.5,2
49,GPT-3.5-Turbo,1,2.5
50,GPT-3.5-Turbo,3.5,2.5
51,GPT-3.5-Turbo,2.5,1
52,GPT-3.5-Turbo,5,5
53,GPT-3.5-Turbo,5,2.5
54,GPT-3.5-Turbo,4,3.5
55,GPT-3.5-Turbo,4,4.5
56,GPT-3.5-Turbo,3.5,1
57,GPT-3.5-Turbo,1,3.5
58,GPT-3.5-Turbo,1,2.5
59,GPT-3.5-Turbo,1,2
60,GPT-3.5-Turbo,1,2.5
61,GPT-3.5-Turbo,1,2.5
62,GPT-3.5-Turbo,1,1
63,GPT-3.5-Turbo,1,2.5
64,GPT-3.5-Turbo,1,2
65,GPT-3.5-Turbo,1,3.5
66,GPT-3.5-Turbo,5,3.5
67,GPT-3.5-Turbo,3.5,4
68,GPT-3.5-Turbo,1,2.5
69,GPT-3.5-Turbo,1,1
70,GPT-3.5-Turbo,1,2.5
71,GPT-3.5-Turbo,1,1.5
72,GPT-3.5-Turbo,1,1
73,GPT-3.5-Turbo,1,1
74,GPT-3.5-Turbo,1,3
75,GPT-3.5-Turbo,1,3
76,GPT-3.5-Turbo,5,2.5
77,GPT-3.5-Turbo,1,2.5
78,GPT-3.5-Turbo,1,1
79,GPT-3.5-Turbo,1,1
80,GPT-3.5-Turbo,1,2
81,GPT-3.5-Turbo,1,2
82,GPT-3.5-Turbo,3.5,3
83,GPT-3.5-Turbo,1,1
84,GPT-3.5-Turbo,1,1
85,GPT-3.5-Turbo,1,1.5
86,GPT-3.5-Turbo,5,4
87,GPT-3.5-Turbo,1,4.5
88,GPT-3.5-Turbo,1,2
89,GPT-3.5-Turbo,1,1
90,GPT-3.5-Turbo,1,1
91,GPT-3.5-Turbo,3.5,2.5
92,GPT-3.5-Turbo,5,2.5
93,GPT-3.5-Turbo,5,4.5
94,GPT-3.5-Turbo,3.5,3.5
95,GPT-3.5-Turbo,1,2.5
96,GPT-3.5-Turbo,1,4.5
97,GPT-3.5-Turbo,1,3
98,GPT-3.5-Turbo,2.5,3.5
99,GPT-3.5-Turbo,1,3
100,GPT-3.5-Turbo,1,3
101,GPT-3.5-Turbo,3.5,4.5
102,GPT-3.5-Turbo,1,2.5
103,GPT-3.5-Turbo,1,1
104,GPT-3.5-Turbo,1,3.5
105,GPT-3.5-Turbo,3.5,4.5
106,GPT-3.5-Turbo,1,2
107,GPT-3.5-Turbo,1,2.5
108,GPT-3.5-Turbo,1,2
109,GPT-3.5-Turbo,1,2
110,GPT-3.5-Turbo,1,1
111,GPT-3.5-Turbo,1,1
112,GPT-3.5-Turbo,1,3.5
113,GPT-3.5-Turbo,3.5,3
114,GPT-3.5-Turbo,3.5,4.5
115,GPT-3.5-Turbo,1,4.5
116,GPT-3.5-Turbo,1,4.5
117,GPT-3.5-Turbo,5,3.5
118,GPT-3.5-Turbo,1,2.5
119,GPT-3.5-Turbo,1,2.5
120,GPT-3.5-Turbo,1,1
121,GPT-3.5-Turbo,1,1
122,GPT-3.5-Turbo,1,2
123,GPT-3.5-Turbo,3.5,4.5
124,GPT-3.5-Turbo,5,5
125,GPT-3.5-Turbo,1,2.5
126,GPT-3.5-Turbo,2.5,3.5
127,GPT-3.5-Turbo,1,2
128,GPT-3.5-Turbo,1,1
129,GPT-3.5-Turbo,1,2.5
130,GPT-3.5-Turbo,1,1.5
131,GPT-3.5-Turbo,1,1
132,GPT-3.5-Turbo,1,1
133,GPT-3.5-Turbo,1,1
134,GPT-3.5-Turbo,1,2.5
135,GPT-3.5-Turbo,1,3.5
136,GPT-3.5-Turbo,1,3.5
137,GPT-3.5-Turbo,1,4.5
138,GPT-3.5-Turbo,1,2
139,GPT-3.5-Turbo,1,1
140,GPT-3.5-Turbo,1,1
141,GPT-3.5-Turbo,1,3.5
142,GPT-3.5-Turbo,3.5,3
143,GPT-3.5-Turbo,3.5,4.5
144,GPT-3.5-Turbo,5,5
145,GPT-3.5-Turbo,1,4.5
146,GPT-3.5-Turbo,5,5
147,GPT-3.5-Turbo,1,1
148,GPT-3.5-Turbo,2.5,3
149,GPT-3.5-Turbo,1,4.5
150,GPT-3.5-Turbo,4,4.5
151,GPT-3.5-Turbo,5,3
152,GPT-3.5-Turbo,5,3
153,GPT-3.5-Turbo,1,3
154,GPT-3.5-Turbo,3,2
155,GPT-3.5-Turbo,1,1
156,GPT-3.5-Turbo,1,3
157,GPT-3.5-Turbo,1,3
158,GPT-3.5-Turbo,1,3.5
159,GPT-3.5-Turbo,5,5
160,GPT-3.5-Turbo,1,1
161,GPT-3.5-Turbo,1,4.5
162,GPT-3.5-Turbo,1,3.5
163,GPT-3.5-Turbo,1,2
164,GPT-3.5-Turbo,1,2
165,GPT-3.5-Turbo,3.5,4.5
166,GPT-3.5-Turbo,1,1
167,GPT-3.5-Turbo,1,3.5
168,GPT-3.5-Turbo,3.5,2
169,GPT-3.5-Turbo,1,4.5
170,GPT-3.5-Turbo,1,1
171,GPT-3.5-Turbo,1,2.5
172,GPT-3.5-Turbo,1,3.5
173,GPT-3.5-Turbo,1,2
174,GPT-3.5-Turbo,1,1
175,GPT-3.5-Turbo,3.5,3.5
176,GPT-3.5-Turbo,1,4.5
177,GPT-3.5-Turbo,1,1
178,GPT-3.5-Turbo,1,2.5
179,GPT-3.5-Turbo,1,3.5
180,GPT-3.5-Turbo,1,4.5
181,GPT-3.5-Turbo,1,3.5
182,GPT-3.5-Turbo,1,2
183,GPT-3.5-Turbo,1,2
184,GPT-3.5-Turbo,1,3
185,GPT-3.5-Turbo,1,2.5
186,GPT-3.5-Turbo,2.5,3
187,GPT-3.5-Turbo,1,2.5
188,GPT-3.5-Turbo,2.5,3.5
189,GPT-3.5-Turbo,1,3.5
190,GPT-3.5-Turbo,1,2.5
191,GPT-3.5-Turbo,1,1
192,GPT-3.5-Turbo,1,3.5
193,GPT-3.5-Turbo,1,3.5
194,GPT-3.5-Turbo,1,4.5
195,GPT-3.5-Turbo,1,3
196,GPT-3.5-Turbo,1,3
197,GPT-3.5-Turbo,1,4.5
198,GPT-3.5-Turbo,1,4.5
199,GPT-3.5-Turbo,5,5
200,GPT-3.5-Turbo,1,3.5
201,GPT-3.5-Turbo,1,1
202,GPT-3.5-Turbo,3.5,4.5
203,GPT-3.5-Turbo,1,2.5
204,GPT-3.5-Turbo,3.5,1
205,GPT-3.5-Turbo,1,4.5
206,GPT-3.5-Turbo,3.5,3.5
207,GPT-3.5-Turbo,3.5,4.5
208,GPT-3.5-Turbo,3.5,3.5
209,GPT-3.5-Turbo,1,2.5
210,GPT-3.5-Turbo,1,3.5
211,GPT-3.5-Turbo,3.5,4.5
212,GPT-3.5-Turbo,5,3
213,GPT-3.5-Turbo,1,3
214,GPT-3.5-Turbo,1,4
215,GPT-3.5-Turbo,1,4.5
216,GPT-3.5-Turbo,1,2
217,GPT-3.5-Turbo,2.5,2.5
218,GPT-3.5-Turbo,5,5
219,GPT-3.5-Turbo,1,3
220,GPT-3.5-Turbo,1,2
221,GPT-3.5-Turbo,1,2
222,GPT-3.5-Turbo,1,2.5
223,GPT-3.5-Turbo,1,4.5
224,GPT-3.5-Turbo,1,3.5
225,GPT-3.5-Turbo,1,1
226,GPT-3.5-Turbo,1,3.5
227,GPT-3.5-Turbo,5,5
228,GPT-3.5-Turbo,1,4.5
229,GPT-3.5-Turbo,1,3
230,GPT-3.5-Turbo,1,4.5
231,GPT-3.5-Turbo,3.5,4.5
232,GPT-3.5-Turbo,1,2
233,GPT-3.5-Turbo,1,3.5
234,GPT-3.5-Turbo,3.5,4
235,GPT-3.5-Turbo,1,4.5
236,GPT-3.5-Turbo,1,3
237,GPT-3.5-Turbo,1,2.5
238,GPT-3.5-Turbo,1,2
239,GPT-3.5-Turbo,1,2
240,GPT-3.5-Turbo,1,2
241,GPT-3.5-Turbo,1,3
242,GPT-3.5-Turbo,1,3
243,GPT-3.5-Turbo,5,5
244,GPT-3.5-Turbo,1,4
245,GPT-3.5-Turbo,1,2
246,GPT-3.5-Turbo,1,4.5
247,GPT-3.5-Turbo,4,2.5
248,GPT-3.5-Turbo,5,5
249,GPT-3.5-Turbo,5,5
250,GPT-3.5-Turbo,3.5,4
251,GPT-3.5-Turbo,5,4.5
252,GPT-3.5-Turbo,1,4
253,GPT-3.5-Turbo,1,2
254,GPT-3.5-Turbo,5,3.5
1,GPT-4o,1,1
2,GPT-4o,1,1
3,GPT-4o,1,1
4,GPT-4o,5,5
5,GPT-4o,2.5,4
6,GPT-4o,1,2
7,GPT-4o,1,2.5
8,GPT-4o,4,3
9,GPT-4o,1,2
10,GPT-4o,1,1
11,GPT-4o,5,5
12,GPT-4o,2.5,4
13,GPT-4o,3.5,4
14,GPT-4o,1,1.5
15,GPT-4o,5,5
16,GPT-4o,3.5,3
17,GPT-4o,3.5,1
18,GPT-4o,1,1
19,GPT-4o,4.5,4
20,GPT-4o,1,2.5
21,GPT-4o,1,1.5
22,GPT-4o,1,1.5
23,GPT-4o,1,1.5
24,GPT-4o,1,1.5
25,GPT-4o,2.5,3
26,GPT-4o,1,2
27,GPT-4o,3.5,4
28,GPT-4o,1,2.5
29,GPT-4o,1,2.5
30,GPT-4o,1,2.5
31,GPT-4o,1,2
32,GPT-4o,1,2.5
33,GPT-4o,1,2.5
34,GPT-4o,1,2.5
35,GPT-4o,5,5
36,GPT-4o,3.5,4
37,GPT-4o,5,5
38,GPT-4o,1,1.5
39,GPT-4o,2.5,1.5
40,GPT-4o,1,4.5
41,GPT-4o,1,1
42,GPT-4o,1,4.5
43,GPT-4o,1,1
44,GPT-4o,1,1
45,GPT-4o,3.5,3
46,GPT-4o,5,5
47,GPT-4o,1,1.5
48,GPT-4o,3.5,1
49,GPT-4o,1,1
50,GPT-4o,1,1
51,GPT-4o,2.5,1
52,GPT-4o,3.5,4
53,GPT-4o,4,4.5
54,GPT-4o,4,4.5
55,GPT-4o,4,4.5
56,GPT-4o,4.5,3
57,GPT-4o,1,1.5
58,GPT-4o,1,1
59,GPT-4o,5,5
60,GPT-4o,1,1
61,GPT-4o,1,4.5
62,GPT-4o,5,4
63,GPT-4o,1,1.5
64,GPT-4o,1,1.5
65,GPT-4o,1,1.5
66,GPT-4o,3.5,4.5
67,GPT-4o,5,4
68,GPT-4o,3.5,1.5
69,GPT-4o,4,4.5
70,GPT-4o,1,2
71,GPT-4o,1,1
72,GPT-4o,1,1
73,GPT-4o,1,1
74,GPT-4o,1,3.5
75,GPT-4o,3.5,4.5
76,GPT-4o,5,5
77,GPT-4o,3.5,2.5
78,GPT-4o,1,1
79,GPT-4o,1,1
80,GPT-4o,1,1
81,GPT-4o,1,2.5
82,GPT-4o,3.5,3
83,GPT-4o,1,2.5
84,GPT-4o,1,1
85,GPT-4o,1,1
86,GPT-4o,5,3
87,GPT-4o,1,4.5
88,GPT-4o,1,4.5
89,GPT-4o,1,1.5
90,GPT-4o,1,1
91,GPT-4o,3.5,4.5
92,GPT-4o,5,5
93,GPT-4o,5,5
94,GPT-4o,5,5
95,GPT-4o,5,5
96,GPT-4o,3.5,4.5
97,GPT-4o,1,1
98,GPT-4o,5,5
99,GPT-4o,1,1
100,GPT-4o,1,1
101,GPT-4o,3.5,4.5
102,GPT-4o,1,1
103,GPT-4o,5,5
104,GPT-4o,5,5
105,GPT-4o,5,5
106,GPT-4o,1,1
107,GPT-4o,1,4.5
108,GPT-4o,1,2.5
109,GPT-4o,1,4.5
110,GPT-4o,1,1
111,GPT-4o,1,2.5
112,GPT-4o,1,1.5
113,GPT-4o,3.5,1.5
114,GPT-4o,3.5,4.5
115,GPT-4o,3,4.5
116,GPT-4o,1,2.5
117,GPT-4o,5,4
118,GPT-4o,1,3
119,GPT-4o,1,1
120,GPT-4o,1,1
121,GPT-4o,1,1.5
122,GPT-4o,1,1.5
123,GPT-4o,3.5,4.5
124,GPT-4o,5,5
125,GPT-4o,1,2
126,GPT-4o,2.5,4.5
127,GPT-4o,1,2.5
128,GPT-4o,1,2
129,GPT-4o,1,1
130,GPT-4o,1,4.5
131,GPT-4o,3.5,4.5
132,GPT-4o,1,4.5
133,GPT-4o,1,1
134,GPT-4o,1,4.5
135,GPT-4o,1,1
136,GPT-4o,1,1
137,GPT-4o,1,4.5
138,GPT-4o,1,4.5
139,GPT-4o,1,2
140,GPT-4o,1,4.5
141,GPT-4o,5,5
142,GPT-4o,3.5,2
